address,price,type,no_bed,no_bath,agent,url,garden,parking,new_home,postcode
"Kendrick Grove, Hall Green",125000,Flat,1,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/150976592#/?channel=RES_BUY,False,True,False,
"Kendrick Grove, Hall Green",595000,Detached,4,5,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/152139239#/?channel=RES_BUY,True,True,False,
"Kineton Croft, Solihull",345000,Town House,3,2,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/152119745#/?channel=RES_BUY,True,True,False,
"Kineton Green Road - Solihull, West Midlands, B92 7DY",975000,Detached,6,4,"Fine & Country, Birmingham",https://www.rightmove.co.uk/properties/139341476#/?channel=RES_BUY,True,True,False,B92 7DY
"Kineton Green Road, Solihull",550000,Detached Bungalow,3,2,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/150999698#/?channel=RES_BUY,True,True,False,
"Kineton Green Road, Solihull, B92",750000,Semi-Detached,5,2,"Xact Homes, Solihull",https://www.rightmove.co.uk/properties/87026280#/?channel=RES_BUY,True,True,False,B92
"Kineton Green Road, Solihull, B92 7EF",850000,Detached,4,2,"Black & Golds Estate Agents, Solihull",https://www.rightmove.co.uk/properties/151200158#/?channel=RES_BUY,True,True,False,B92 7EF
"Kineton Green Road, Solihull, West Midlands, B92",725000,Detached,5,2,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/153702860#/?channel=RES_BUY,True,True,False,B92
"Kings Hall, Moseley",150000,Apartment,1,2,"Rice Chamberlains LLP, Moseley",https://www.rightmove.co.uk/properties/152746988#/?channel=RES_BUY,True,True,False,
"Kingsthorpe Road, Maypole",235000,Terraced,4,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/154190027#/?channel=RES_BUY,True,False,False,
"Knowle Road, Birmingham",200000,Terraced,3,1,"Property Local, Walsall",https://www.rightmove.co.uk/properties/150597674#/?channel=RES_BUY,False,False,False,
"Knowle Road, Birmingham",220000,Terraced,2,1,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/151828769#/?channel=RES_BUY,True,True,False,
"Langley Hall Road, Solihull, B92 7HB",350000,Terraced,3,1,"Arden Estates, Solihull",https://www.rightmove.co.uk/properties/153737951#/?channel=RES_BUY,True,True,False,B92 7HB
"Lawford Grove, Shirley, Solihull",280000,Town House,3,1,"Shipways, Shirley",https://www.rightmove.co.uk/properties/154618457#/?channel=RES_BUY,True,True,False,
"Lawford Grove, Shirley, Solihull",465000,Detached,4,1,"HS Homes of Solihull, Solihull",https://www.rightmove.co.uk/properties/153236243#/?channel=RES_BUY,True,True,False,
"Leominster Road, Birmingham",300000,Semi-Detached,3,2,"Shipways, Shirley",https://www.rightmove.co.uk/properties/149716142#/?channel=RES_BUY,True,True,False,
"Liddon Road, Birmingham, West Midlands, B27",275000,Semi-Detached,3,1,"Bairstow Eves, Acocks Green",https://www.rightmove.co.uk/properties/152219336#/?channel=RES_BUY,True,True,False,B27
"Littlemead Road, Shirley, Solihull",495000,Semi-Detached,4,2,"Sterling Homes, Birmingham",https://www.rightmove.co.uk/properties/153283946#/?channel=RES_BUY,True,True,False,
"Longmore Road, Shirley",325000,End of Terrace,3,1,"Melvyn Danes, Shirley",https://www.rightmove.co.uk/properties/153786656#/?channel=RES_BUY,True,False,False,
"Longmore Road, Shirley",365000,Semi-Detached,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/154028207#/?channel=RES_BUY,True,True,False,
"Longmore Road, Shirley, Solihull",475000,Semi-Detached,3,1,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/151801433#/?channel=RES_BUY,True,True,False,
"Longmore Road, Shirley, Solihull, B90 3DZ",475000,Semi-Detached,4,2,"Arden Estates, Solihull",https://www.rightmove.co.uk/properties/149841971#/?channel=RES_BUY,True,True,False,B90 3DZ
"Longmore Road, Shirley, Solihull, West Midlands",349950,End of Terrace,3,1,"Alderwood Estate Agents in association with Arden Estate Agents, Birmingham",https://www.rightmove.co.uk/properties/150826859#/?channel=RES_BUY,True,True,False,
"Loxley Avenue, Shirley, Solihull",425000,Semi-Detached,3,1,"Melvyn Danes, Shirley",https://www.rightmove.co.uk/properties/154432643#/?channel=RES_BUY,True,True,False,
"Loxley Court, Baldwins Lane, Birmingham, B28 0FH",210000,Flat,2,1,"Arden Estates, Solihull",https://www.rightmove.co.uk/properties/154619909#/?channel=RES_BUY,False,True,False,B28 0FH
"Lucks Avenue, Birmingham",280000,Semi-Detached,2,1,"Shipways, Shirley",https://www.rightmove.co.uk/properties/152244824#/?channel=RES_BUY,True,True,False,
"Lucks Avenue, Birmingham",280000,Semi-Detached,2,1,"Shipways, Shirley",https://www.rightmove.co.uk/properties/153174224#/?channel=RES_BUY,True,True,False,
"Lyons Grove, Birmingham",280000,Semi-Detached,3,1,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/154382543#/?channel=RES_BUY,True,True,False,
"Lyons Grove, Sparkhill, Birmingham, B11",285000,Semi-Detached,3,1,"Robert Oulsnam & Company, Moseley",https://www.rightmove.co.uk/properties/147305513#/?channel=RES_BUY,True,True,False,B11
"Lyons Grove, Sparkhill, Birmingham, B11",425000,Semi-Detached,4,1,"Purplebricks, covering Birmingham",https://www.rightmove.co.uk/properties/151955888#/?channel=RES_BUY,True,True,False,B11
"Major Court, Wake Green Park",155000,Flat,2,1,"Rice Chamberlains LLP, Moseley",https://www.rightmove.co.uk/properties/153173369#/?channel=RES_BUY,True,True,False,
"Mallards Reach, Solihull",200000,Apartment,2,1,"Simon Burt The Estate Agent, Solihull",https://www.rightmove.co.uk/properties/153583133#/?channel=RES_BUY,True,True,False,
"Malvern Road, Acocks Green, Birmingham, West Midlands, B27",550000,Semi-Detached,5,3,"Dixons, Acocks Green",https://www.rightmove.co.uk/properties/153319286#/?channel=RES_BUY,True,True,False,B27
"Manor Farm Road , Tyseley",185000,Terraced,2,1,"Encasa, Olton",https://www.rightmove.co.uk/properties/144404480#/?channel=RES_BUY,True,False,False,
"Manor Farm Road, Birmingham, B11",185000,Terraced,2,1,"Purplebricks, covering Birmingham",https://www.rightmove.co.uk/properties/153574292#/?channel=RES_BUY,True,False,False,B11
"Manor House, 38 Wake Green Road, Moseley, Birmingham, B13",259950,Apartment,2,2,"Nicholas George Ltd, Moseley",https://www.rightmove.co.uk/properties/148865396#/?channel=RES_BUY,True,True,False,B13
"Mapleton Road, Birmingham, West Midlands, B28",300000,Semi-Detached,3,1,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/152566433#/?channel=RES_BUY,True,True,False,B28
"Mappleborough Road, Shirley",425000,Link Detached House,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/152542217#/?channel=RES_BUY,True,True,False,
"Marie Drive, Acocks Green",240000,Terraced,3,1,"Martin & Co, Solihull",https://www.rightmove.co.uk/properties/151161704#/?channel=RES_BUY,True,True,False,
"Marion Way, Birmingham, B28",175000,Maisonette,2,1,"Xact Homes, Solihull",https://www.rightmove.co.uk/properties/149577848#/?channel=RES_BUY,True,False,False,B28
"Marsden Close, Solihull",210000,Maisonette,2,1,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/152689409#/?channel=RES_BUY,True,True,False,
"Marsden Close, Solihull",325000,Semi-Detached,3,1,"Burchell Edwards, Solihull",https://www.rightmove.co.uk/properties/153262424#/?channel=RES_BUY,True,True,False,
"Marshall Lake Road, Shirley, Solihull",325000,Semi-Detached,2,1,"Shipways, Shirley",https://www.rightmove.co.uk/properties/153774323#/?channel=RES_BUY,True,True,False,
"Marshall Lake Road, Shirley, Solihull",350000,Semi-Detached,4,1,"Burchell Edwards, Solihull",https://www.rightmove.co.uk/properties/143181125#/?channel=RES_BUY,True,True,False,
"Marsham Road, Birmingham, B14 5HF",240000,Semi-Detached,3,1,"Arden Estates, Solihull",https://www.rightmove.co.uk/properties/152746121#/?channel=RES_BUY,True,True,False,B14 5HF
"Marsham Road, Birmingham, West Midlands, B14",250000,Semi-Detached,3,1,"Dixons, Kings Heath",https://www.rightmove.co.uk/properties/152645144#/?channel=RES_BUY,True,False,False,B14
"Masons Way, Solihull",265000,Terraced,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/154268261#/?channel=RES_BUY,True,True,False,
"May Lane, Kings Heath, Birmingham, B14",290000,Terraced,3,1,"Purplebricks, covering Birmingham",https://www.rightmove.co.uk/properties/152054951#/?channel=RES_BUY,True,True,False,B14
"May Lane, Kings Heath, West Midlands, B14",600000,Semi-Detached,4,2,"Robert Oulsnam & Company, Kings Heath",https://www.rightmove.co.uk/properties/153090119#/?channel=RES_BUY,True,True,False,B14
"Maypole Close, Maypole, Birmingham, B14",380000,Town House,4,3,"Yopa, North West & Midlands",https://www.rightmove.co.uk/properties/147096659#/?channel=RES_BUY,True,True,False,B14
"Meadow Grove, Solihull",390000,Semi-Detached,4,2,"Melvyn Danes, Solihull",https://www.rightmove.co.uk/properties/152685290#/?channel=RES_BUY,True,True,False,
"Meadow View, Moseley, Birmingham, B13",660000,Bungalow,3,2,"Robert Oulsnam & Company, Moseley",https://www.rightmove.co.uk/properties/153884861#/?channel=RES_BUY,True,True,False,B13
"Merecote Road, Olton, Solihull, B92 7EX",350000,End of Terrace,4,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/151924415#/?channel=RES_BUY,True,True,False,B92 7EX
"Merton Road, Moseley, Birmingham, B13",575000,Detached,4,2,"Robert Oulsnam & Company, Moseley",https://www.rightmove.co.uk/properties/86996775#/?channel=RES_BUY,True,True,False,B13
"Miall Road, B28",365000,Semi-Detached,3,1,"Black & Golds Estate Agents, Solihull",https://www.rightmove.co.uk/properties/153449534#/?channel=RES_BUY,True,True,False,B28
"Miall Road, Hall Green",395000,Semi-Detached,5,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/154390490#/?channel=RES_BUY,True,True,False,
"Mickleton Road, Solihull, B92",330000,Detached,3,1,"Xact Homes, Solihull",https://www.rightmove.co.uk/properties/152794793#/?channel=RES_BUY,True,True,False,B92
"Middleton Road, Shirley, Solihull",300000,Semi-Detached,3,1,"HS Homes of Solihull, Solihull",https://www.rightmove.co.uk/properties/152114027#/?channel=RES_BUY,True,True,False,
"Middleton Road, Solihull, B90",285000,Semi-Detached,3,1,"Purplebricks, covering Birmingham",https://www.rightmove.co.uk/properties/128323895#/?channel=RES_BUY,True,True,False,B90
"Millwood Drive, Birmingham, West Midlands, B28 0QE",400000,Semi-Detached,3,2,"Smart Homes, New Homes, Shirley",https://www.rightmove.co.uk/properties/152863886#/?channel=RES_BUY,True,True,True,B28 0QE
"Millwood Drive, Birmingham, West Midlands, B28 0QE",575000,Detached,4,2,"Smart Homes, New Homes, Shirley",https://www.rightmove.co.uk/properties/153176045#/?channel=RES_BUY,True,True,True,B28 0QE
"Monastery Drive, Solihull",699000,Detached,5,2,"Andrew Grant, Covering the West Midlands",https://www.rightmove.co.uk/properties/152183039#/?channel=RES_BUY,True,True,False,
"Monastery Drive, Solihull",830000,House,4,4,"Hunters, Solihull",https://www.rightmove.co.uk/properties/153485687#/?channel=RES_BUY,True,True,False,
"Monastery Drive, Solihull, B91 1DP",1100000,Detached,6,5,"Black & Golds Estate Agents, Solihull",https://www.rightmove.co.uk/properties/154367456#/?channel=RES_BUY,True,True,False,B91 1DP
"Monastery Drive, Solihull, West Midlands, B91",675000,Bungalow,4,2,"John Shepherd, Solihull",https://www.rightmove.co.uk/properties/147828605#/?channel=RES_BUY,True,True,False,B91
"Monastery Drive, Solihull, West Midlands, B91",699950,Bungalow,3,1,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/153898367#/?channel=RES_BUY,True,True,False,B91
"Moreton Road, Shirley, Solihull",425000,Semi-Detached,4,2,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/151103843#/?channel=RES_BUY,True,True,False,
"Moundsley Grove, Birmingham, B14",77500,Apartment,2,2,"Purplebricks, covering Birmingham",https://www.rightmove.co.uk/properties/144577295#/?channel=RES_BUY,False,True,False,B14
"Mountford Road, Shirley, Solihull, West Midlands, B90",375000,Detached,3,2,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/150530330#/?channel=RES_BUY,True,True,False,B90
"Mulberry Drive, Moseley",375000,End of Terrace,3,1,"Rice Chamberlains LLP, Moseley",https://www.rightmove.co.uk/properties/153752720#/?channel=RES_BUY,True,True,False,
"Myton Drive, Solihull",400000,Semi-Detached,3,1,"Abode Residential Ltd, Solihull",https://www.rightmove.co.uk/properties/153233813#/?channel=RES_BUY,True,True,False,
"Nairn Close, Birmingham",350000,Detached,3,1,"Oakmans Estate Agents, Shirley",https://www.rightmove.co.uk/properties/153213404#/?channel=RES_BUY,True,True,False,
"Nairn Close, Hall Green",350000,Detached,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/154612145#/?channel=RES_BUY,True,True,False,
"Nethercote Gardens, Shirley, Solihull",259950,House,3,1,"Melvyn Danes, Shirley",https://www.rightmove.co.uk/properties/150557144#/?channel=RES_BUY,True,True,False,
"Nethercote Gardens, Shirley, Solihull",300000,Terraced,3,1,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/152366816#/?channel=RES_BUY,True,True,False,
"Netherwood Close, Solihull",685000,Detached,5,1,"Ruxton Independent Estate Agents & Valuers, Solihull",https://www.rightmove.co.uk/properties/151870121#/?channel=RES_BUY,True,True,False,
"New Imperial Crescent, Birmingham, West Midlands, B11",180000,Terraced,2,1,"YOUR MOVE Murray Rogers, Stechford",https://www.rightmove.co.uk/properties/149976113#/?channel=RES_BUY,True,True,False,B11
"Newborough Grove, Birmingham",294000,Semi-Detached,3,1,"Oakmans Estate Agents, Shirley",https://www.rightmove.co.uk/properties/149813672#/?channel=RES_BUY,True,True,False,
"Newborough Grove, Hall Green",290000,Semi-Detached,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/150560933#/?channel=RES_BUY,True,True,False,
"Newborough Road, Shirley",315000,Semi-Detached,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/153668855#/?channel=RES_BUY,True,True,False,
"Newborough Road, Shirley, Solihull, West Midlands, B90",325000,Semi-Detached,3,1,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/153511901#/?channel=RES_BUY,True,True,False,B90
"Northbrook Road, Shirley, B90",175000,Apartment,2,1,"Black & Golds Estate Agents, Solihull",https://www.rightmove.co.uk/properties/153948794#/?channel=RES_BUY,False,True,False,B90
"Northbrook Road, Shirley, Solihull",650000,Detached,4,1,"Melvyn Danes, Shirley",https://www.rightmove.co.uk/properties/153601532#/?channel=RES_BUY,True,True,False,
"Northbrook Road, Shirley, Solihull, West Midlands, B90",775000,Detached,5,3,"John Shepherd, Shirley",https://www.rightmove.co.uk/properties/151014611#/?channel=RES_BUY,True,True,False,B90
"Northlands Road, Moseley",315000,Terraced,3,1,"Rice Chamberlains LLP, Moseley",https://www.rightmove.co.uk/properties/148977152#/?channel=RES_BUY,True,False,False,
"Northlands Road, Moseley, Birmingham, B13",300000,Terraced,3,1,"Robert Oulsnam & Company, Moseley",https://www.rightmove.co.uk/properties/154565072#/?channel=RES_BUY,True,False,False,B13
"OAK TREE PLACE, Tanworth Lane, Shirley",460000,Apartment,3,2,"Smart Homes Portfolio Collection, Shirley",https://www.rightmove.co.uk/properties/153215234#/?channel=RES_BUY,False,True,False,
"Oaken Drive, Solihull, B91",1000000,Detached,4,4,"DM & Co. Premium, Dorridge",https://www.rightmove.co.uk/properties/154620482#/?channel=RES_BUY,True,True,False,B91
"Oakwood Road, Sparkhill, Birmingham",350000,Terraced,3,1,"Shipways, Shirley",https://www.rightmove.co.uk/properties/150812207#/?channel=RES_BUY,True,False,False,
"Oberon Drive, Shirley, B90 2NU",450000,Semi-Detached Bungalow,3,2,"Drakes Estate Agents, Hollywood",https://www.rightmove.co.uk/properties/149779196#/?channel=RES_BUY,True,True,False,B90 2NU
"Oldhouse Farm Close, Birmingham, B28 0XZ",290000,Detached Bungalow,2,1,"Black & Golds Estate Agents, Solihull",https://www.rightmove.co.uk/properties/144497528#/?channel=RES_BUY,True,True,False,B28 0XZ
"Olton Court, 10 Warwick Road, Solihull",150000,Apartment,1,1,"Simon Burt The Estate Agent, Solihull",https://www.rightmove.co.uk/properties/146544254#/?channel=RES_BUY,False,True,False,
"Olton Road, Shirley, B90",325000,Terraced,2,1,"Black & Golds Estate Agents, Solihull",https://www.rightmove.co.uk/properties/154494020#/?channel=RES_BUY,True,True,False,B90
"Olton Road, Shirley, Solihull, B90",350000,Semi-Detached,4,2,"Harts, Henley-in-Arden",https://www.rightmove.co.uk/properties/154555793#/?channel=RES_BUY,True,True,False,B90
"Olton, Solihull",170000,Flat,2,1,"Genie Homes, Birmingham",https://www.rightmove.co.uk/properties/153678746#/?channel=RES_BUY,False,True,False,
"Oswio Court, Bishopton Close, Shirley, Solihull, B90 4AH",169500,Apartment,3,1,"Horton & Senate, Knowle",https://www.rightmove.co.uk/properties/153286580#/?channel=RES_BUY,False,True,False,B90 4AH
"Overton Grove, Birmingham, B27 7LP",230000,End of Terrace,3,1,"Arden Estates, Solihull",https://www.rightmove.co.uk/properties/151362848#/?channel=RES_BUY,True,True,False,B27 7LP
"Overton Road, BIRMINGHAM, West Midlands, B27",240000,Terraced,3,1,"Dixons, Acocks Green",https://www.rightmove.co.uk/properties/153823292#/?channel=RES_BUY,False,True,False,B27
"Oxford Road, Acocks Green, Birmingham",350000,House,5,2,"Oakmans Estate Agents, Shirley",https://www.rightmove.co.uk/properties/154239635#/?channel=RES_BUY,True,False,False,
"Oxford Road, Moseley",825000,Semi-Detached,5,2,"Rice Chamberlains LLP, Moseley",https://www.rightmove.co.uk/properties/150692945#/?channel=RES_BUY,True,True,False,
"Pailton Road, Shirley, Solihull, B90",80000,Flat,2,1,"John Shepherd, Shirley",https://www.rightmove.co.uk/properties/143448392#/?channel=RES_BUY,False,True,False,B90
"Pailton Road, Shirley, Solihull, West Midlands, B90",159500,Apartment,2,1,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/151455233#/?channel=RES_BUY,False,True,False,B90
"Pailton Road, Shirley, Solihull, West Midlands, B90",325000,Semi-Detached,3,1,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/154204214#/?channel=RES_BUY,True,True,False,B90
"Painswick Road, Hall Green",450000,Semi-Detached,5,2,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/153947555#/?channel=RES_BUY,True,True,False,
"Paradise Lane, BIRMINGHAM",1100000,Detached,6,5,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/149356970#/?channel=RES_BUY,True,True,False,
"Park Road, Birmingham, B11",400000,Terraced,5,2,"Purplebricks, covering Birmingham",https://www.rightmove.co.uk/properties/121250654#/?channel=RES_BUY,True,False,False,B11
"Penshaw Grove, Moseley",230000,Terraced,3,1,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/141720356#/?channel=RES_BUY,True,True,False,
"Percy Road, Birmingham",170000,Terraced,3,1,"Shipways, Shirley",https://www.rightmove.co.uk/properties/154335329#/?channel=RES_BUY,True,False,False,
"Percy Road, Birmingham, West Midlands, B11",170000,Terraced,3,1,"Dixons, Acocks Green",https://www.rightmove.co.uk/properties/154171034#/?channel=RES_BUY,False,False,False,B11
"Peterbrook Road, Shirley",400000,Detached,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/150109127#/?channel=RES_BUY,True,True,False,
"Peterbrook Road, Shirley",500000,Detached,3,2,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/153041453#/?channel=RES_BUY,True,True,False,
"Petersfield Road, Birmingham",325000,Detached Bungalow,3,1,"Horton & Senate, Shirley",https://www.rightmove.co.uk/properties/153725864#/?channel=RES_BUY,True,True,False,
"Petersfield Road, Hall Green",273900,End of Terrace,2,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/153825332#/?channel=RES_BUY,True,True,False,
"Petersfield Road, Hall Green",275000,Terraced,2,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/150108182#/?channel=RES_BUY,True,True,False,
"Peverell Drive, Birmingham",350000,Detached,3,2,"Shipways, Shirley",https://www.rightmove.co.uk/properties/151530749#/?channel=RES_BUY,True,True,False,
"Philip Sidney Road, BIRMINGHAM, West Midlands, B11",180000,Terraced,3,1,"Dixons, Moseley",https://www.rightmove.co.uk/properties/154092749#/?channel=RES_BUY,True,False,False,B11
"Philip Sidney Road, Sparkhill, Birmingham, B11",195000,Terraced,2,1,"Robert Oulsnam & Company, Moseley",https://www.rightmove.co.uk/properties/150768953#/?channel=RES_BUY,True,False,False,B11
"Philip Sidney Road, Sparkhill, Birmingham, B11",220000,End of Terrace,2,1,"Robert Oulsnam & Company, Moseley",https://www.rightmove.co.uk/properties/146402777#/?channel=RES_BUY,True,True,False,B11
"Pipers Green, Birmingham, West Midlands, B28",350000,Detached,3,1,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/152225120#/?channel=RES_BUY,True,True,False,B28
"Pipers Green, Hall Green",325000,Detached,3,1,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/154095026#/?channel=RES_BUY,True,True,False,
"Plot 13 The Walnut, Stratford Road, Shirley, Solihull",440000,Terraced,4,2,"DM & Co. Land & New Homes, Solihull",https://www.rightmove.co.uk/properties/154331390#/?channel=RES_BUY,True,True,True,
"Plot 98 The Green, Stratford Road, Shirley, Solihull",440000,Semi-Detached,4,2,"DM & Co. Land & New Homes, Solihull",https://www.rightmove.co.uk/properties/154332437#/?channel=RES_BUY,True,True,True,
"Pollard Road, Birmingham, West Midlands, B27",220000,Semi-Detached,3,1,"Bairstow Eves, Acocks Green",https://www.rightmove.co.uk/properties/151689947#/?channel=RES_BUY,True,True,False,B27
"Portia Avenue, Shirley, Solihull, B90",495000,Semi-Detached,5,1,"Yopa, North West & Midlands",https://www.rightmove.co.uk/properties/153476612#/?channel=RES_BUY,True,True,False,B90
"Prince of Wales Lane, Birmingham, West Midlands",190000,Terraced,2,1,"Leaders Sales, Maypole",https://www.rightmove.co.uk/properties/151556141#/?channel=RES_BUY,True,True,False,
"Princethorpe Close, Shirley, Solihull, B90",450000,Semi-Detached,6,3,"Urban Edge Estates, Covering Shirley",https://www.rightmove.co.uk/properties/86928021#/?channel=RES_BUY,True,True,False,B90
"Prospect Lane, Solihull",650000,Detached,4,2,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/151775138#/?channel=RES_BUY,True,True,False,
"Prospect Lane, Solihull",895000,Detached,5,3,"Hunters, Solihull",https://www.rightmove.co.uk/properties/150747317#/?channel=RES_BUY,True,True,False,
"Prospect Lane, Solihull, B91",795000,Detached,4,1,"Shepherd Cullen, Covering Solihull & Warwickshire",https://www.rightmove.co.uk/properties/153678464#/?channel=RES_BUY,True,True,False,B91
"Radbourne Road, Shirley, Solihull, B90 3RT",575000,Detached,4,2,"Arden Estates, Solihull",https://www.rightmove.co.uk/properties/151646738#/?channel=RES_BUY,True,True,False,B90 3RT
"Raddington Drive, Solihull",425000,Detached Bungalow,2,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/150532916#/?channel=RES_BUY,True,True,False,
"Raddington Drive, Solihull",559550,Detached,4,1,"Ruxton Independent Estate Agents & Valuers, Solihull",https://www.rightmove.co.uk/properties/153505193#/?channel=RES_BUY,True,True,False,
"Ralph Road, Shirley",325000,Semi-Detached,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/153726380#/?channel=RES_BUY,True,True,False,
"Ralph Road, Shirley",650000,Detached,4,2,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/153452057#/?channel=RES_BUY,True,True,False,
"Ralph Road, Shirley, Solihull",349950,Semi-Detached,3,1,"Horton & Senate, Shirley",https://www.rightmove.co.uk/properties/149239895#/?channel=RES_BUY,True,True,False,
"Ralph Road, Shirley, Solihull, B90 3JX",475000,Semi-Detached,4,2,"Black & Golds Estate Agents, Solihull",https://www.rightmove.co.uk/properties/144886439#/?channel=RES_BUY,True,True,False,B90 3JX
"Reddings Lane, BIRMINGHAM, West Midlands, B11",130000,Flat,2,2,"Dixons, Acocks Green",https://www.rightmove.co.uk/properties/154580363#/?channel=RES_BUY,False,False,False,B11
"Reddings Lane, BIRMINGHAM, West Midlands, B11",65000,Flat,2,2,"Dixons, Acocks Green",https://www.rightmove.co.uk/properties/154579742#/?channel=RES_BUY,False,False,False,B11
"Reddings Lane, Hall Green",230000,Terraced,3,1,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/154204403#/?channel=RES_BUY,True,True,False,
"Regency Gardens, Yardley Wood, Birmingham, B14",230000,Semi-Detached,2,1,"Yopa, North West & Midlands",https://www.rightmove.co.uk/properties/147896909#/?channel=RES_BUY,True,True,False,B14
"Reservoir Road, Olton, Solihull",445000,Semi-Detached,4,2,"Melvyn Danes, Solihull",https://www.rightmove.co.uk/properties/151660616#/?channel=RES_BUY,True,True,False,
"Reservoir Road, Solihull",445000,Semi-Detached,4,1,"Hunters, Solihull",https://www.rightmove.co.uk/properties/151662326#/?channel=RES_BUY,True,True,False,
"Reservoir Road, Solihull",565000,Semi-Detached,4,1,"DM & Co. Homes, Solihull",https://www.rightmove.co.uk/properties/153805232#/?channel=RES_BUY,True,True,False,
"Reservoir Road, Solihull",590000,Detached,4,2,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/150363875#/?channel=RES_BUY,True,True,False,
"Richard Lewis Way , Shirley Solihull , B90 3FX",275000,Flat,2,2,"Arden Estates, Solihull",https://www.rightmove.co.uk/properties/150621725#/?channel=RES_BUY,False,True,False,B90 3FX
"Richard Lewis Way, Solihull, B90",250000,Apartment,2,2,"The Agency UK, Covering Nationwide",https://www.rightmove.co.uk/properties/152609171#/?channel=RES_BUY,False,True,False,B90
"Richmond Road, Solihull",100000,Apartment,1,1,"Shipways, Shirley",https://www.rightmove.co.uk/properties/141259658#/?channel=RES_BUY,False,True,False,
"Ridge Close, Birmingham",375000,Semi-Detached,3,1,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/152507936#/?channel=RES_BUY,True,True,False,
"Riley Road, Birmingham, West Midlands",255000,Terraced,3,1,"Leaders Sales, Maypole",https://www.rightmove.co.uk/properties/150607766#/?channel=RES_BUY,True,True,False,
"Ripon Road, Birmingham",190000,Semi-Detached,3,1,"Connells, Kings Heath",https://www.rightmove.co.uk/properties/152078285#/?channel=RES_BUY,True,True,False,
"Roberts Road, Birmingham, B27 6NF",280000,Terraced,3,1,"Edwards and Gray, West Midlands",https://www.rightmove.co.uk/properties/150392030#/?channel=RES_BUY,True,True,False,B27 6NF
"Robin Hood Croft, BIRMINGHAM, West Midlands, B28",490000,Semi-Detached,4,2,"Dixons, Acocks Green",https://www.rightmove.co.uk/properties/154323302#/?channel=RES_BUY,False,True,False,B28
"Robin Hood Lane, Hall Green",375000,Semi-Detached,5,3,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/146880047#/?channel=RES_BUY,True,True,False,
"Robin Hood Lane, Hall Green",680000,Detached,4,3,"Rice Chamberlains LLP, Moseley",https://www.rightmove.co.uk/properties/140360543#/?channel=RES_BUY,True,True,False,
"Robin Hood Lane, Hall Green, Birmingham",325000,Semi-Detached,3,2,"Melvyn Danes, Shirley",https://www.rightmove.co.uk/properties/152383367#/?channel=RES_BUY,True,True,False,
